car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Alphard 2005,Toyota,Alphard,2007,Automatic,MPV,Petrol,2400,152874,3000000
Toyota Hiace AMBULANCE 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,1500,60000,970000
Toyota Hiace GL DUEL AC SILVER 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,2000,57000,2460000
Toyota Hiace SUPER GL BLUE 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,2000,55000,2930000
Toyota Noah X DELIGHT PLUS 2015,Toyota,Noah,2015,Automatic,MPV,Petrol,2000,75000,3030000
Toyota Hiace DX GL WHITE 2016,Toyota,Hiace,2016,Automatic,MPV,Petrol,2000,57000,2320000
Toyota Hiace DX SILVER 2016,Toyota,Hiace,2016,Automatic,MPV,Petrol,2000,59000,2320000
Toyota Noah AMBULANCE 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,1500,55000,1100000
Toyota Noah SI GRADE PEARL 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,2000,55000,3380000
Toyota Noah X Wine 8 Seat 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,2000,68000,3150000
Toyota Hiace S GL DARK PRIME 2017,Toyota,Hiace,2017,Automatic,MPV,Petrol,2000,65000,3480000
Toyota Hiace 2016,Toyota,Hiace,2016,Automatic,null,Petrol,2000,70000,2300000
Toyota Hilux 1992,Toyota,Hilux,1992,Manual,null,Petrol,2200,202342,310000
Isuzu 1995,Isuzu,Other Model,1995,Manual,null,Petrol,1800,86000,128000
Toyota Allion G PLUS WINE 2016,Toyota,Allion,2016,Automatic,Saloon,Petrol,1500,33000,3090000
Toyota Allion G WINE NS 4.5 2016,Toyota,Allion,2016,Automatic,Saloon,Petrol,1500,75000,2880000
Toyota Premio F New Shape 2016,Toyota,Premio,2016,Automatic,Saloon,Petrol,1500,35568,2550000
Toyota Premio F KEY 4 POINT 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,25204,2800000
Toyota Premio KEY START SILVER 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,25000,2800000
Toyota Premio FL-PKG 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,42556,2930000
Toyota Premio FL LED BLACK 2018,Toyota,Premio,2018,Automatic,Saloon,Petrol,1500,65000,3250000
Toyota Prado LIMITED LOADED SUV 2014,Toyota,Prado,2014,Automatic,SUV / 4x4,Petrol,2700,29689,7500000
Toyota Starlet Soleil 1992,Toyota,Other Model,1992,Automatic,Hatchback,"Petrol, CNG",1331,135773,350000
Toyota Starlet 1989,Toyota,Starlet,1995,Manual,Hatchback,"Petrol, CNG",1331,169590,180000
Toyota navana 1996,Toyota,Other Model,1996,Manual,MPV,"Petrol, CNG",1800,75000,375000
Toyota Noah 2002,Toyota,Noah,2002,Automatic,MPV,"Petrol, CNG",1800,60000,980000
Toyota Noah X 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",2000,690000,980000
Toyota Noah খুব ভালো গাড়ি 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",1800,98000,650000
Toyota Noah X - 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",2000,82842,935000
Toyota Hiace DX 2004,Toyota,Hiace,2004,Automatic,MPV,"Petrol, CNG",2000,90000,650000
Toyota Noah 2004,Toyota,Noah,2004,Automatic,MPV,"Petrol, CNG",1800,95000,795000
Toyota Noah GL 2006,Toyota,Noah,2006,Automatic,MPV,"Petrol, CNG",1800,95000,1190000
Toyota Noah 2003,Toyota,Noah,2009,Automatic,MPV,"Petrol, CNG",1800,90000,650000
Toyota Corolla 100 LX LIMITED 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1331,160000,330000
Toyota Corolla AE100 SE LIMITED 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1500,1387,365000
Toyota Corolla AE100 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1500,95000,350000
Toyota Corolla LX Limited 1994,Toyota,Corolla,1994,Automatic,Saloon,"Petrol, CNG",1500,150000,380000
Toyota Allion A15 2001,Toyota,Allion,2001,Automatic,Saloon,"Petrol, CNG",1500,75000,995000
Toyota Corsa 1996,Toyota,Corsa,2001,Manual,Saloon,"Petrol, CNG",1331,11000,380000
Nissan Bluebird Urgent sell 2003,Nissan,Bluebird,2003,Automatic,Saloon,"Petrol, CNG",1500,30000,670000
Toyota Corolla x 2004,Toyota,Corolla,2004,Automatic,Saloon,"Petrol, CNG",1300,72000,810000
Toyota Corolla Silver color 2005,Toyota,Corolla,2005,Automatic,Saloon,"Petrol, CNG",1500,25000,950000
Toyota Corolla X HID selection Ltd 2006,Toyota,Corolla,2006,Automatic,Saloon,"Petrol, CNG",1500,72000,1080000
Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,"Petrol, CNG",1500,92000,1550000
Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,"Petrol, CNG",1500,75000,1695000
Toyota Axio x 2010,Toyota,Axio,2010,Automatic,Saloon,"Petrol, CNG",1500,52341,1290000
Toyota Axio x 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, CNG",1500,45000,1495000
Toyota Probox DX 2003,Toyota,Probox,2003,Automatic,Estate,"Petrol, CNG, Octane",1500,93000,580000
Toyota Probox Succeed GL 2004,Toyota,Probox,2004,Automatic,Estate,"Petrol, CNG, Octane",1500,93000,640000
Toyota Fielder X SUPER FRESH 2009,Toyota,Fielder,2009,Automatic,Estate,"Petrol, CNG, Octane",1500,89601,1165000
Toyota Probox Fresh Condition 2012,Toyota,Probox,2012,Automatic,Estate,"Petrol, CNG, Octane",1500,63000,850000
Toyota ist Japan 2004,Toyota,ist,2004,Automatic,Hatchback,"Petrol, CNG, Octane",1300,50000,765000
Toyota RunX 2005,Toyota,RunX,2005,Automatic,Hatchback,"Petrol, CNG, Octane",1500,142000,895000
Toyota Noah Townace Limo 1998,Toyota,Noah,1998,Automatic,MPV,"Petrol, CNG, Octane",2000,80000,699000
Toyota TownAce Fresh Condition 2003,Toyota,TownAce,2003,Automatic,MPV,"Petrol, CNG, Octane",1800,99500,1090000
Toyota Noah x edition 2004,Toyota,Noah,2004,Automatic,MPV,"Petrol, CNG, Octane",2000,75000,1175000
Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,"Petrol, CNG, Octane",2000,78000,1145000
Toyota Noah Kr 42 DX 2006,Toyota,Noah,2006,Automatic,MPV,"Petrol, CNG, Octane",1800,125000,1250000
Suzuki APV 2007,Suzuki,APV,2007,Automatic,MPV,"Petrol, CNG, Octane",1600,78000,820000
Toyota Hiace Fresh Condition 2010,Toyota,Hiace,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,98500,1880000
Toyota Noah lite ace 2010,Toyota,Noah,2010,Automatic,MPV,"Petrol, CNG, Octane",1500,95000,425000
Toyota Noah X 2010,Toyota,Noah,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,69000,1950000
Toyota LiteAce delivery van 2011,Toyota,LiteAce,2011,Automatic,MPV,"Petrol, CNG, Octane",1500,100000,425000
Toyota Noah X Si 2011,Toyota,Noah,2011,Automatic,MPV,"Petrol, CNG, Octane",2000,65000,2150000
Toyota Noah X- SMART PUSH 2012,Toyota,Noah,2012,Automatic,MPV,"Petrol, CNG, Octane",2000,77000,2270000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,42344,2200000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,34567,2198000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,45677,2199000
Toyota Corolla EE 90 se limited 1990,Toyota,Corolla,1990,Manual,Saloon,"Petrol, CNG, Octane",1300,86000,195000
Toyota Corolla ac limited 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG, Octane",1500,100000,350000
Toyota Corolla 111 1996,Toyota,Corolla,1996,Automatic,Saloon,"Petrol, CNG, Octane",1331,80000,385000
Toyota Corolla xe saloon 1500cc 1997,Toyota,Corolla,1997,Automatic,Saloon,"Petrol, CNG, Octane",1500,95865,545000
Toyota Sprinter SE Vintage Limited 1997,Toyota,Sprinter,1997,Automatic,Saloon,"Petrol, CNG, Octane",1500,190000,550000
Toyota Corolla wargon 1999,Toyota,Corolla,1999,Automatic,Saloon,"Petrol, CNG, Octane",1331,96352,345000
Toyota Corolla RIVIERE 2000,Toyota,Corolla,2000,Automatic,Saloon,"Petrol, CNG, Octane",1500,136000,670000
Toyota Sprinter xe saloon vintage 2000,Toyota,Sprinter,2000,Automatic,Saloon,"Petrol, CNG, Octane",1500,50000,575000
Toyota Allion silver A15 2002,Toyota,Allion,2002,Automatic,Saloon,"Petrol, CNG, Octane",1500,95000,965000
Toyota Corolla X LTD Personal Car 2003,Toyota,Corolla,2003,Automatic,Saloon,"Petrol, CNG, Octane",1500,122850,855000
Toyota Probox GL 2003,Toyota,Probox,2003,Automatic,Saloon,"Petrol, CNG, Octane",1500,65000,550000
Toyota Probox dx 2003,Toyota,Probox,2003,Manual,Saloon,"Petrol, CNG, Octane",1500,240000,450555
Toyota Allion Used 2004,Toyota,Allion,2004,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500,1130000
Toyota Corolla G PKG New Shape 2004,Toyota,Corolla,2004,Automatic,Saloon,"Petrol, CNG, Octane",1500,99750,945000
Toyota Corolla G 2005,Toyota,Corolla,2005,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500,1090000
Toyota Premio F 2007,Toyota,Premio,2007,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500,1490000
Toyota Fielder Axio 2008,Toyota,Fielder,2008,Automatic,Saloon,"Petrol, CNG, Octane",1500,111000,1080000
Toyota AXIO-G 2008,Toyota,Other Model,2008,Automatic,Saloon,"Petrol, CNG, Octane",1500,53000,1060000
Toyota Axio x 2010,Toyota,Axio,2010,Automatic,Saloon,"Petrol, CNG, Octane",1500,65000,1290000
Toyota Allion g 2011,Toyota,Allion,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,42100,1745000
Toyota Allion G PKG BEIGE INTERIOR 2011,Toyota,Allion,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,66565,1800000
Toyota Premio F 2011,Toyota,Premio,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,64000,1970000
Toyota Allion A15 2012,Toyota,Allion,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,52000,1890000
Toyota Axio X NEW EDITION 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,62000,1320000
Toyota Premio G Superior 2012,Toyota,Premio,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,27000,2050000
Toyota Premio G SUPERIOR PACKAGE 2013,Toyota,Premio,2013,Automatic,Saloon,"Petrol, CNG, Octane",1500,59698,2150000
Toyota Premio G Superior 2014,Toyota,Premio,2014,Automatic,Saloon,"Petrol, CNG, Octane",1500,50000,2280000
Toyota Hilux Surf 2001,Toyota,Hilux,2001,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2700,89260,1500000
Toyota Kluger jeep 2002,Toyota,Kluger,2002,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2400,62000,1450000
Toyota RAV4 L PACKAGE 1.8 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"Petrol, CNG, Octane",1800,74174,1350000
Toyota Prado LOCATION DHAKA 2006,Toyota,Prado,2006,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2700,74567,3650000
Toyota Rush G EDITION PACKAGE 2008,Toyota,Rush,2008,Automatic,SUV / 4x4,"Petrol, CNG, Octane",1500,54146,1050000
Toyota Hiace SUP. GL DUEL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane, LPG",2000,41233,2800000
Toyota Fielder G 2016,Toyota,Fielder,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,33250,1800000
Toyota Fielder X 2016,Toyota,Fielder,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,36520,1700000
Toyota Aqua X urban 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,66000,1480000
Toyota Aqua S Purple Ready stock 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,32510,1400000
Toyota Aqua S Push Start 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,65222,1450000
Toyota Aqua S package 2016,Toyota,Aqua,2016,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,32190,1390000
Toyota C-HR G Led 2017,Toyota,C-HR,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,21963,3150000
Toyota C-HR G package 2017,Toyota,C-HR,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,15038,3050000
Toyota C-HR G package 2017,Toyota,C-HR,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,21683,3050000
Toyota Noah hybrid 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Hybrid, Octane",1800,34420,2450000
Toyota Noah X PKG 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Hybrid, Octane",1800,32510,2400000
"Toyota Noah GI PREMIUM PKG, LED 2017",Toyota,Noah,2017,Automatic,MPV,"Petrol, Hybrid, Octane",2000,26000,3695000
"Toyota Noah GI PREMIUM PKG, LED 2017",Toyota,Noah,2017,Automatic,MPV,"Petrol, Hybrid, Octane",2000,44000,4040000
Toyota Axio Hybride 2014,Toyota,Axio,2014,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,32638,1480000
Toyota Axio X Silver Ready stock 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,46332,1560000
Toyota Fielder X NEW SHAPE Hybrid 2015,Toyota,Fielder,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,94000,1719996
Toyota Fielder WXB Hybrid 2015,Toyota,Fielder,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,35420,1900000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56000,1800000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,54946,1840000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,32000,1870000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,35000,1865000
Toyota Axio X 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,28450,1800000
Toyota Axio HV Safety Sense 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56200,1880000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,69960,1960000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,20800,1750000
Toyota Axio HYBRID X 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,24286,1900000
Toyota Axio HYBRID X 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,40943,1900000
Toyota Prius S package 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,26450,2250000
Toyota Prius S touring package 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,21065,2499000
Toyota Prius S TOURING SEL 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,54500,2580000
Toyota Sienta Hybrid G 2016,Toyota,Sienta,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,34126,2130000
Toyota Premio FL LED 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,52552,2780000
Toyota Premio FL NEW SHAPEPOINT3-5 2018,Toyota,Premio,2018,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,4839,3600000
Toyota Premio F EX NEW SH POINT4-5 2019,Toyota,Premio,2019,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,18452,3710000
Toyota C-HR G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,34917,3290000
Toyota C-HR G LED HYBRID OFFER 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,18225,3100000
Toyota C-HR G LED 2 TONE 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,28900,3290000
Toyota C-HR G LED MODELISTA 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,62370,3390000
Toyota C-HR HV G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,73500,3200000
Toyota Harrier PROGRESS-METAL 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2500,46611,6950000
Toyota Prius Hybrid 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane, LPG",1800,21549,2350000
Toyota Corolla AE110 XE Saloon LPG 1996,Toyota,Corolla,1996,Automatic,Saloon,"Petrol, LPG",1500,89000,380000
Toyota Rush Fresh Condition 2007,Toyota,Rush,2007,Automatic,Hatchback,"Petrol, Octane",1500,90000,1180000
Toyota VITZ 2008,Toyota,Other Model,2008,Automatic,Hatchback,"Petrol, Octane",1000,70000,850000
Toyota Noah X SMART 2011,Toyota,Noah,2011,Automatic,MPV,"Petrol, Octane",2000,52110,2180000
Toyota Hiace SUPER GLTRH200KEY ST 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, Octane",2000,67000,2980000
Toyota Hiace Ambulance 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, Octane",2000,39467,1390000
Toyota Hiace [ GL DUAL AC ] 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, Octane",2000,43675,2250000
Toyota Noah X hybrid 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Octane",1800,35854,2400000
Toyota Noah X NON HYBRID READY 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Octane",2000,45310,2950000
Toyota TownAce Ambulance 2015,Toyota,TownAce,2015,Automatic,MPV,"Petrol, Octane",1500,27420,930000
Toyota Hiace DX AMBULANCE TRH2000 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,65000,1490000
Toyota Hiace DX GL TRH200 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,87000,2320000
Toyota Hiace SUPER GL PUSH POINT4 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,48000,3100000
Toyota Hiace SUPER GL TWO DOOR PW 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,72330,3280000
Toyota Hiace SUPER GL 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,31457,2900000
Toyota Hiace DX-PW SILVER 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,88515,2350000
Toyota Hiace [ Super GL DUAL AC ] 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,42185,2850000
Toyota Hiace [GL DUAL A/C .TRH.] 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,39718,2300000
Toyota Hiace GL DUAL A/C .TRH. 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,46810,2300000
Toyota Hiace Super GL DUAL AC TRH 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,39807,2850000
Toyota Hiace Super GL DUAL AC TRH 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,43108,2950000
Toyota Hiace SUPER GL DUAL AC.... 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,43107,2950000
Toyota Hiace GL DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,65214,2280000
Toyota Noah G PKG PUSH HYBRID 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",2000,77000,3000000
Toyota Noah HYBRID 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",1800,35874,2600000
Toyota Noah HYBRID 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",1800,35210,2500000
Toyota Noah X Delight Plus Ed. 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",2000,88700,3340000
Toyota Hiace SUPER GL TWO DOOR PW 2017,Toyota,Hiace,2017,Automatic,MPV,"Petrol, Octane",2000,90194,3379999
Toyota Hiace SUPER GL TWO DOOR PW 2017,Toyota,Hiace,2017,Automatic,MPV,"Petrol, Octane",2000,64820,3390000
Toyota Fielder 2014,Toyota,Fielder,2014,Automatic,null,"Petrol, Octane",1500,34544,1499000
Toyota Premio 2016,Toyota,Premio,2016,Automatic,null,"Petrol, Octane",1500,25421,3250000
Toyota Allion G-EDITION SOFT TACH 2002,Toyota,Allion,2002,Automatic,Saloon,"Petrol, Octane",1500,85271,1065000
Toyota Corolla New Shape 2004,Toyota,Corolla,2004,Automatic,Saloon,"Petrol, Octane",1500,79500,940000
Toyota Allion TRD edition 2011,Toyota,Allion,2011,Automatic,Saloon,"Petrol, Octane",1500,35689,1800000
Toyota Axio G PUSH LTD EDITION 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, Octane",1500,56000,1420000
Toyota Axio X-HID 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, Octane",150,55000,1375000
Toyota Premio G Superior 2012,Toyota,Premio,2012,Automatic,Saloon,"Petrol, Octane",1500,60000,2090000
Toyota Axio oction 2014,Toyota,Axio,2014,Automatic,Saloon,"Petrol, Octane",1500,36000,1498000
Toyota Fielder X NON HYBRID 2014,Toyota,Fielder,2014,Automatic,Saloon,"Petrol, Octane",1500,45210,1549000
Toyota Premio S GRADE F-EX PKG 2014,Toyota,Premio,2014,Automatic,Saloon,"Petrol, Octane",1500,32131,2280000
Toyota Premio F 2014,Toyota,Premio,2014,Automatic,Saloon,"Petrol, Octane",1500,23000,2370000
Toyota Probox DX 2014,Toyota,Probox,2014,Automatic,Saloon,"Petrol, Octane",1500,36420,1250000
Toyota Allion A-15 Old Shape 2015,Toyota,Allion,2015,Automatic,Saloon,"Petrol, Octane",1500,46321,2340000
Toyota Axio g push start 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Octane",1500,55000,1850000
Toyota Axio NON HYBRID 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Octane",1500,28420,1700000
Toyota Axio G NON HYBRID OFFER 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Octane",1500,26014,1900000
Toyota Premio EX PACKAGE G SUPER 2015,Toyota,Premio,2015,Automatic,Saloon,"Petrol, Octane",1500,49697,2370000
Toyota Allion A15 NEWSHAP POINT3-5 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,19000,2630000
Toyota Allion G PLUS 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,26587,2900000
Toyota Allion G LED 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,28136,3150000
Toyota Allion G PLUS LED Pearl 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,8973,2980000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Octane",1500,33510,1650000
Toyota Axio [ NON HYBRID X ] ... 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Octane",1500,34560,1700000
Toyota Premio F EX NEW SH POINT-4 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,6806,3185000
Toyota Premio FL .... 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,34560,2800000
Toyota Premio FL .... 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,38450,2750000
Toyota Premio FL LED PKG 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,12900,3280000
Toyota Premio FL Package 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,27189,2850000
Toyota Allion G LED PKG NEW SHAPE 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,34713,3040000
Toyota Allion A15 PKG WHITE 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,20000,2690000
Toyota Allion G Led 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,32891,3280000
Toyota Allion G LED 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,60000,3250000
Toyota Allion A15 LED EDITION 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,3078,2800000
Toyota Allion G LTD BEIGE INT 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,7100,2940000
Toyota Allion G package 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,27165,2850000
Toyota Premio FEX G SUPERIOR 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,28987,3080000
Toyota Premio S GRADE FEX PACKAGE 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,24000,3100000
Toyota Premio F EX NEWSHAPPOINT4-5 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,99140,3285000
Toyota Premio F NEW SHAPEPOINT-4 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,25204,2795000
Toyota Premio FL PACKAGE READY 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,10890,2980000
Toyota Premio F-EX 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,35210,3250000
Toyota Premio FL SMART START 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,24000,3090000
Toyota Premio F EX PKG LED 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,66100,3320000
Toyota Allion G LED PKG NEW SHAPE 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,20000,3100000
Toyota Allion GPKG NEW SHAPE PT4-5 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,40300,2980000
Toyota Allion G PACKAGE BLACK 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,32000,3120000
Toyota Allion G SMART START WINE 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,21000,3210000
Toyota Allion G LTD W/St 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,37873,2970000
Toyota Harrier PROGRESS NON HYBRID 2018,Toyota,Harrier,2018,Automatic,Saloon,"Petrol, Octane",2000,11000,8280000
Toyota Prado TXL AUTO FOOT STEP 2018,Toyota,Prado,2018,Automatic,Saloon,"Petrol, Octane",2700,43000,13650000
"Toyota Premio F-EX PKG, RED WINE 2018",Toyota,Premio,2018,Automatic,Saloon,"Petrol, Octane",1500,43000,3650000
Toyota Premio F- EX Mica Blue 2018,Toyota,Premio,2018,Automatic,Saloon,"Petrol, Octane",1500,31542,3650000
